loc,mdate,SO2,CO,O3,NO2,PM10,PM25
336111,2019110114,0.003,0.7,0.072,0.008,225,52
336111,2019110115,0.003,0.7,0.072,0.009,209,56
336111,2019110116,0.004,0.7,0.074,0.009,228,64
336111,2019110117,0.004,0.8,0.074,0.01,215,74
336111,2019110118,0.004,0.8,0.072,0.013,194,76
336111,2019110119,0.003,0.6,0.058,0.011,139,71
336111,2019110120,0.003,0.5,0.051,0.009,63,61
336111,2019110121,0.003,0.5,0.045,0.009,46,43
336111,2019110122,0.003,0.5,0.04,0.012,36,23
336111,2019110123,0.002,0.5,0.038,0.012,33,16
336111,2019110124,0.002,0.5,0.028,0.019,35,14
336111,2019110201,0.002,0.5,0.02,0.022,36,16
336111,2019110202,0.002,0.5,0.024,0.016,39,18
336111,2019110203,0.002,0.6,0.027,0.014,36,16
336111,2019110204,0.003,0.5,0.033,0.01,53,23
336111,2019110205,0.002,0.6,0.029,0.013,72,31
336111,2019110206,0.002,0.7,0.021,0.021,84,36
336111,2019110207,0.002,0.7,0.01,0.033,90,42
336111,2019110208,0.003,0.8,0.009,0.036,90,46
336111,2019110209,0.003,0.8,0.012,0.035,102,46
336111,2019110210,0.003,0.8,0.019,0.029,106,45
336111,2019110211,0.004,0.7,0.031,0.018,108,45
336111,2019110212,0.005,0.6,0.044,0.012,89,34
336111,2019110213,0.004,0.5,0.05,0.009,79,26
336111,2019110214,0.003,0.5,0.053,0.008,72,19
336111,2019110215,0.003,0.5,0.059,0.008,70,13
336111,2019110216,0.003,0.5,0.06,0.009,79,12
336111,2019110217,0.003,0.5,0.062,0.011,97,18
336111,2019110218,0.003,0.5,0.054,0.015,99,34
336111,2019110219,0.003,0.6,0.052,0.013,99,43
336111,2019110220,0.003,0.6,0.057,0.008,106,38
336111,2019110221,0.003,0.7,0.053,0.008,103,35
336111,2019110222,0.003,0.7,0.043,0.012,98,39
336111,2019110223,0.003,0.7,0.044,0.01,76,36
336111,2019110224,0.003,0.7,0.047,0.008,82,35
336111,2019110301,0.002,0.7,0.039,0.01,99,37
336111,2019110302,0.002,0.8,0.026,0.016,84,41
336111,2019110303,0.002,0.7,0.031,0.01,86,42
336111,2019110304,0.002,0.7,0.027,0.009,73,36
336111,2019110305,0.002,0.7,0.024,0.009,72,34
336111,2019110306,0.002,0.7,0.024,0.01,69,32
336111,2019110307,0.002,0.7,0.032,0.008,92,35
336111,2019110308,0.002,0.7,0.033,0.01,89,32
336111,2019110309,0.002,0.7,0.032,0.01,87,27
336111,2019110310,0.003,0.6,0.039,0.007,70,31
336111,2019110311,0.003,0.6,0.044,0.006,61,31
336111,2019110312,0.004,0.5,0.046,0.007,46,36
336111,2019110313,0.005,0.5,0.052,0.008,55,35
336111,2019110314,0.005,0.5,0.057,0.01,60,26
336111,2019110315,0.004,0.5,0.056,0.01,53,19
336111,2019110316,0.003,0.5,0.054,0.009,52,13
336111,2019110317,0.003,0.5,0.053,0.01,55,22
336111,2019110318,0.003,0.4,0.046,0.01,45,29
336111,2019110319,0.003,0.5,0.043,0.009,27,25
336111,2019110320,0.002,0.4,0.042,0.008,26,23
336111,2019110321,0.002,0.5,0.039,0.009,27,18
336111,2019110322,0.002,0.5,0.036,0.011,26,18
336111,2019110323,0.002,0.5,0.029,0.014,32,19
336111,2019110324,0.002,0.6,0.02,0.019,29,19
336111,2019110401,0.002,0.6,0.022,0.017,33,20
336111,2019110402,0.002,0.6,0.02,0.017,23,20
336111,2019110403,0.002,0.6,0.022,0.013,27,18
336111,2019110404,0.002,0.6,0.02,0.014,29,16
336111,2019110405,0.002,0.6,0.019,0.017,35,17
336111,2019110406,0.002,0.6,0.014,0.021,38,18
336111,2019110407,0.002,0.6,0.023,0.017,43,26
336111,2019110408,0.002,0.6,0.013,0.026,44,28
336111,2019110409,0.002,0.7,0.011,0.028,47,32
336111,2019110410,0.003,0.7,0.016,0.023,51,31
336111,2019110411,0.005,0.7,0.026,0.015,36,22
336111,2019110412,0.005,0.6,0.031,0.013,31,18
336111,2019110413,0.004,0.5,0.038,0.009,36,11
336111,2019110414,0.003,0.5,0.045,0.008,44,9
336111,2019110415,0.003,0.5,0.045,0.009,42,8
336111,2019110416,0.003,0.5,0.047,0.008,47,11
336111,2019110417,0.003,0.5,0.047,0.009,46,20
336111,2019110418,0.003,0.5,0.045,0.011,42,19
336111,2019110419,0.003,0.5,0.039,0.015,41,22
336111,2019110420,0.003,0.5,0.03,0.016,46,30
336111,2019110421,0.003,0.6,0.027,0.016,27,21
336111,2019110422,0.003,0.7,0.022,0.02,32,10
336111,2019110423,0.004,0.6,0.021,0.016,36,10
336111,2019110424,0.003,0.6,0.02,0.013,36,14
336111,2019110501,0.003,0.7,0.014,0.018,30,17
336111,2019110502,0.003,0.6,0.01,0.021,31,22
336111,2019110503,0.003,0.6,0.007,0.023,40,24
336111,2019110504,0.002,0.6,0.009,0.018,42,28
336111,2019110505,0.002,0.6,0.007,0.016,41,30
336111,2019110506,0.002,0.6,0.003,0.02,40,32
336111,2019110507,0.002,0.7,0.001,0.024,34,33
336111,2019110508,0.002,0.6,0.003,0.029,29,31
336111,2019110509,0.002,0.7,0.006,0.025,33,24
336111,2019110510,0.002,0.8,0.008,0.03,36,16
336111,2019110511,0.003,0.6,0.03,0.016,33,7
336111,2019110512,0.003,0.6,0.031,0.015,42,16
336111,2019110513,0.003,0.5,0.046,0.006,39,13
336111,2019110514,0.003,0.5,0.049,0.007,50,14
336111,2019110515,0.003,0.5,0.047,0.007,46,15
336111,2019110516,0.003,0.5,0.047,0.007,43,15
336111,2019110517,0.003,0.5,0.047,0.009,51,18
336111,2019110518,0.003,0.5,0.043,0.011,50,27
336111,2019110519,0.002,0.6,0.042,0.01,45,33
336111,2019110520,0.002,0.6,0.04,0.011,39,30
336111,2019110521,0.002,0.6,0.038,0.011,36,27
336111,2019110524,0.002,0.6,0.033,0.011,35,28
336111,2019110601,0.002,0.6,0.035,0.008,34,33
336111,2019110602,0.002,0.6,0.03,0.012,43,39
336111,2019110603,0.002,0.7,0.022,0.016,42,35
336111,2019110604,0.002,0.7,0.021,0.017,32,29
336111,2019110605,0.002,0.7,0.019,0.019,31,26
336111,2019110606,0.002,0.7,0.01,0.027,32,26
336111,2019110607,0.002,0.8,0.002,0.036,30,29
336111,2019110608,0.002,0.8,0.004,0.041,36,30
336111,2019110609,0.002,0.8,0.01,0.036,32,29
336111,2019110610,0.003,0.7,0.02,0.031,32,17
336111,2019110611,0.003,0.7,0.032,0.017,42,16
336111,2019110612,0.003,0.6,0.041,0.012,31,11
336111,2019110613,0.003,0.6,0.045,0.01,51,6
336111,2019110614,0.003,0.5,0.05,0.007,49,7
336111,2019110615,0.003,0.5,0.05,0.008,48,6
336111,2019110616,0.003,0.5,0.049,0.008,44,12
336111,2019110617,0.003,0.5,0.045,0.009,54,18
336111,2019110618,0.003,0.5,0.041,0.011,46,22
336111,2019110619,0.003,0.5,0.043,0.008,34,21
336111,2019110620,0.002,0.5,0.038,0.01,30,16
336111,2019110621,0.002,0.5,0.035,0.011,29,15
336111,2019110622,0.002,0.5,0.035,0.01,24,10
336111,2019110623,0.002,0.5,0.034,0.011,28,8
336111,2019110624,0.002,0.5,0.039,0.007,30,10
336111,2019110701,0.002,0.5,0.037,0.006,32,16
336111,2019110702,0.002,0.6,0.031,0.009,33,23
336111,2019110703,0.002,0.5,0.035,0.008,21,19
336111,2019110704,0.002,0.5,0.034,0.006,32,20
336111,2019110705,0.002,0.5,0.033,0.006,35,21
336111,2019110706,0.002,0.5,0.032,0.008,21,10
336111,2019110707,0.002,0.5,0.027,0.012,21,8
336111,2019110708,0.002,0.6,0.017,0.025,31,9
336111,2019110709,0.003,0.6,0.024,0.018,32,14
336111,2019110710,0.003,0.6,0.035,0.009,34,12
336111,2019110711,0.003,0.6,0.037,0.007,45,15
336111,2019110712,0.003,0.6,0.039,0.005,57,21
336111,2019110713,0.003,0.6,0.041,0.006,65,20
336111,2019110714,0.004,0.8,0.045,0.007,75,24
336111,2019110715,0.003,0.6,0.045,0.008,77,24
336111,2019110716,0.004,0.7,0.046,0.008,72,28
336111,2019110717,0.002,0.4,0.042,0.006,46,23
336111,2019110718,0.002,0.4,0.039,0.007,38,14
336111,2019110719,0.002,0.4,0.037,0.008,28,13
336111,2019110720,0.002,0.4,0.037,0.007,26,9
336111,2019110721,0.002,0.4,0.037,0.006,21,6
336111,2019110722,0.002,0.4,0.036,0.006,23,9
336111,2019110723,0.002,0.4,0.036,0.005,20,7
336111,2019110724,0.002,0.4,0.037,0.002,19,5
336111,2019110801,0.002,0.4,0.036,0.002,20,9
336111,2019110802,0.002,0.4,0.034,0.003,21,12
336111,2019110803,0.002,0.4,0.033,0.004,28,11
336111,2019110804,0.003,0.4,0.034,0.005,28,13
336111,2019110805,0.003,0.4,0.033,0.004,33,10
336111,2019110806,0.003,0.4,0.033,0.004,32,9
336111,2019110807,0.003,0.4,0.026,0.01,39,11
336111,2019110808,0.003,0.4,0.021,0.015,41,11
336111,2019110809,0.003,0.5,0.019,0.019,29,9
336111,2019110810,0.003,0.4,0.027,0.01,41,9
336111,2019110811,0.003,0.4,0.033,0.006,35,5
336111,2019110812,0.003,0.4,0.036,0.005,35,8
336111,2019110813,0.003,0.4,0.038,0.004,30,8
336111,2019110814,0.003,0.4,0.04,0.004,31,8
336111,2019110815,0.003,0.4,0.041,0.004,29,7
336111,2019110816,0.002,0.4,0.04,0.004,23,9
336111,2019110817,0.002,0.3,0.04,0.004,22,6
336111,2019110818,0.002,0.4,0.039,0.006,21,9
336111,2019110819,0.002,0.4,0.037,0.007,23,14
336111,2019110820,0.002,0.4,0.037,0.006,14,10
336111,2019110821,0.002,0.4,0.036,0.004,14,7
336111,2019110822,0.002,0.4,0.035,0.005,20,10
336111,2019110823,0.002,0.4,0.034,0.005,21,10
336111,2019110824,0.003,0.4,0.034,0.007,19,8
336111,2019110901,0.003,0.4,0.033,0.006,18,9
336111,2019110902,0.003,0.4,0.027,0.01,28,6
336111,2019110903,0.003,0.4,0.03,0.006,20,10
336111,2019110904,0.004,0.4,0.032,0.005,31,8
336111,2019110905,0.004,0.4,0.031,0.006,32,14
336111,2019110906,0.004,0.4,0.027,0.009,36,12
336111,2019110907,0.003,0.5,0.015,0.023,39,12
336111,2019110908,0.003,0.7,0.002,0.037,33,15
336111,2019110909,0.004,0.6,0.013,0.026,33,14
336111,2019110910,0.004,0.5,0.027,0.011,43,12
336111,2019110911,0.004,0.5,0.034,0.007,44,13
336111,2019110912,0.004,0.5,0.037,0.005,36,10
336111,2019110913,0.003,0.5,0.041,0.005,42,11
336111,2019110914,0.003,0.5,0.042,0.006,42,15
336111,2019110915,0.003,0.5,0.044,0.005,43,15
336111,2019110916,0.003,0.5,0.044,0.006,37,15
336111,2019110917,0.003,0.5,0.044,0.007,45,18
336111,2019110918,0.003,0.6,0.042,0.008,46,23
336111,2019110919,0.003,0.6,0.04,0.011,46,31
336111,2019110920,0.003,0.6,0.039,0.01,52,37
336111,2019110921,0.003,0.6,0.037,0.01,40,34
336111,2019110922,0.003,0.7,0.031,0.014,47,33
336111,2019110923,0.002,0.8,0.013,0.033,42,34
336111,2019110924,0.002,0.7,0.016,0.029,34,33
336111,2019111001,0.002,0.8,0.014,0.029,42,28
336111,2019111002,0.002,0.8,0.016,0.026,50,30
336111,2019111003,0.003,0.7,0.022,0.018,45,30
336111,2019111004,0.003,0.7,0.027,0.012,47,34
336111,2019111005,0.002,0.7,0.02,0.017,44,36
336111,2019111006,0.003,0.7,0.017,0.02,48,38
336111,2019111007,0.002,0.7,0.009,0.025,49,38
336111,2019111008,0.002,0.7,0.006,0.028,47,42
336111,2019111009,0.003,0.7,0.013,0.021,42,42
336111,2019111010,0.003,0.7,0.016,0.02,45,40
336111,2019111011,0.004,0.7,0.021,0.018,55,35
336111,2019111012,0.004,0.6,0.025,0.016,70,33
336111,2019111013,0.003,0.6,0.035,0.01,48,28
336111,2019111014,0.003,0.5,0.038,0.009,44,21
336111,2019111015,0.003,0.5,0.039,0.009,32,14
336111,2019111016,0.003,0.5,0.037,0.012,41,10
336111,2019111017,0.002,0.5,0.037,0.011,29,10
336111,2019111018,0.002,0.5,0.036,0.011,28,16
336111,2019111019,0.002,0.5,0.036,0.013,25,16
336111,2019111020,0.003,0.5,0.044,0.007,35,11
336111,2019111021,0.003,0.7,0.046,0.013,59,18
336111,2019111022,0.002,0.6,0.04,0.007,68,35
336111,2019111023,0.002,0.6,0.037,0.007,50,31
336111,2019111024,0.002,0.6,0.031,0.012,42,29
336111,2019111101,0.002,0.6,0.03,0.01,54,32
336111,2019111102,0.002,0.5,0.029,0.006,58,31
336111,2019111103,0.002,0.6,0.032,0.006,85,24
336111,2019111104,0.002,0.6,0.035,0.005,70,19
336111,2019111105,0.002,0.6,0.032,0.006,70,20
336111,2019111106,0.002,0.7,0.031,0.007,64,19
336111,2019111107,0.002,0.6,0.03,0.008,57,19
336111,2019111108,0.002,0.6,0.029,0.009,47,20
336111,2019111109,0.002,0.6,0.028,0.01,38,15
336111,2019111110,0.002,0.6,0.035,0.006,35,10
336111,2019111111,0.002,0.8,0.04,0.006,35,9
336111,2019111112,0.002,0.8,0.039,0.006,40,15
336111,2019111113,0.002,0.7,0.041,0.006,36,16
336111,2019111114,0.002,0.7,0.045,0.006,33,16
336111,2019111115,0.002,0.6,0.042,0.006,44,16
336111,2019111116,0.003,0.5,0.04,0.006,49,13
336111,2019111117,0.003,0.5,0.039,0.007,58,14
336111,2019111118,0.003,0.6,0.038,0.009,48,17
336111,2019111119,0.002,0.6,0.036,0.011,50,19
336111,2019111120,0.002,0.5,0.035,0.008,46,16
336111,2019111121,0.002,0.5,0.033,0.008,49,18
336111,2019111122,0.002,0.5,0.03,0.009,46,17
336111,2019111123,0.002,0.5,0.028,0.011,50,15
336111,2019111124,0.002,0.5,0.022,0.014,59,14
336111,2019111201,0.002,0.5,0.019,0.015,46,18
336111,2019111202,0.002,0.5,0.022,0.009,42,15
336111,2019111203,0.002,0.5,0.028,0.004,41,14
336111,2019111204,0.002,0.4,0.029,0.003,30,12
336111,2019111205,0.002,0.4,0.027,0.005,30,11
336111,2019111206,0.002,0.5,0.022,0.011,23,10
336111,2019111207,0.002,0.6,0.002,0.03,33,12
336111,2019111208,0.003,0.8,0.002,0.034,39,15
336111,2019111209,0.002,0.6,0.014,0.022,28,11
336111,2019111210,0.003,0.5,0.021,0.013,28,6
336111,2019111211,0.003,0.5,0.028,0.006,33,8
336111,2019111212,0.003,0.5,0.032,0.005,30,7
336111,2019111213,0.003,0.5,0.034,0.004,24,8
336111,2019111214,0.003,0.5,0.035,0.004,33,9
336111,2019111215,0.003,0.5,0.037,0.004,34,11
336111,2019111216,0.003,0.5,0.037,0.005,26,13
336111,2019111217,0.003,0.5,0.036,0.006,38,15
336111,2019111218,0.003,0.5,0.034,0.008,26,13
336111,2019111219,0.003,0.5,0.034,0.007,27,14
336111,2019111220,0.003,0.5,0.031,0.009,33,17
336111,2019111221,0.002,0.5,0.025,0.014,39,21
336111,2019111222,0.002,0.6,0.021,0.016,43,23
336111,2019111223,0.002,0.7,0.007,0.032,37,26
336111,2019111224,0.002,0.7,0.012,0.025,36,21
336111,2019111301,0.002,0.7,0.006,0.028,32,20
336111,2019111302,0.002,0.7,0.005,0.029,28,22
336111,2019111303,0.002,0.6,0.012,0.019,28,20
336111,2019111304,0.002,0.6,0.019,0.011,32,22
336111,2019111305,0.002,0.6,0.014,0.015,41,25
336111,2019111306,0.002,0.6,0.007,0.023,43,27
336111,2019111307,0.002,0.7,0.002,0.029,44,28
336111,2019111308,0.003,0.7,0.002,0.029,49,30
336111,2019111309,0.003,0.8,0.002,0.033,49,29
336111,2019111310,0.003,0.8,0.004,0.031,50,30
336111,2019111311,0.003,0.6,0.012,0.023,40,25
336111,2019111314,0.004,0.6,0.013,0.03,56,30
336111,2019111315,0.003,0.5,0.017,0.023,50,26
336111,2019111316,0.003,0.4,0.027,0.011,30,20
336111,2019111317,0.003,0.4,0.026,0.009,25,14
336111,2019111318,0.003,0.4,0.031,0.008,23,8
336111,2019111319,0.002,0.5,0.038,0.008,28,6
336111,2019111320,0.002,0.6,0.033,0.015,42,16
336111,2019111321,0.002,0.5,0.027,0.006,41,16
336111,2019111322,0.002,0.5,0.028,0.005,31,12
336111,2019111323,0.002,0.4,0.029,0.004,33,8
336111,2019111324,0.002,0.4,0.029,0.003,40,5
336111,2019111401,0.002,0.4,0.028,0.003,41,4
336111,2019111402,0.002,0.4,0.028,0.003,21,11
336111,2019111403,0.002,0.4,0.028,0.002,37,10
336111,2019111404,0.002,0.4,0.025,0.002,35,12
336111,2019111405,0.002,0.4,0.024,0.003,30,13
336111,2019111406,0.002,0.3,0.027,0.003,27,14
336111,2019111407,0.002,0.3,0.029,0.003,30,10
336111,2019111408,0.002,0.3,0.028,0.004,22,8
336111,2019111409,0.002,0.4,0.026,0.005,34,5
336111,2019111410,0.002,0.3,0.027,0.004,23,4
336111,2019111411,0.002,0.3,0.031,0.003,23,3
336111,2019111412,0.002,0.3,0.03,0.003,32,4
336111,2019111413,0.002,0.3,0.03,0.003,26,4
336111,2019111414,0.002,0.3,0.03,0.003,24,5
336111,2019111415,0.002,0.3,0.033,0.003,24,4
336111,2019111416,0.002,0.3,0.033,0.003,22,4
336111,2019111417,0.002,0.3,0.031,0.005,23,2
336111,2019111418,0.002,0.3,0.028,0.009,30,8
336111,2019111419,0.002,0.4,0.017,0.021,26,9
336111,2019111420,0.002,0.5,0.006,0.036,30,11
336111,2019111421,0.002,0.6,0.002,0.041,28,10
336111,2019111422,0.003,0.6,0.002,0.04,29,12
336111,2019111423,0.005,0.6,0.003,0.034,42,14
336111,2019111424,0.003,0.6,0.003,0.032,46,19
336111,2019111501,0.002,0.5,0.008,0.022,31,20
336111,2019111502,0.002,0.5,0.007,0.024,25,19
336111,2019111503,0.002,0.5,0.008,0.022,25,16
336111,2019111504,0.002,0.4,0.011,0.017,31,16
336111,2019111505,0.002,0.4,0.013,0.015,22,13
336111,2019111506,0.002,0.4,0.009,0.019,26,10
336111,2019111507,0.002,0.5,0.003,0.028,29,14
336111,2019111508,0.002,0.5,0.003,0.029,32,14
336111,2019111509,0.003,0.6,0.007,0.026,26,10
336111,2019111510,0.003,0.5,0.01,0.019,40,10
336111,2019111511,0.004,0.5,0.015,0.019,60,17
336111,2019111512,0.003,0.4,0.028,0.01,43,11
336111,2019111513,0.003,0.4,0.036,0.006,39,5
336111,2019111514,0.003,0.4,0.039,0.005,47,2
336111,2019111515,0.003,0.4,0.039,0.005,40,5
336111,2019111516,0.003,0.4,0.039,0.006,46,8
336111,2019111517,0.003,0.4,0.037,0.009,44,11
336111,2019111518,0.003,0.4,0.033,0.013,46,11
336111,2019111519,0.003,0.5,0.022,0.025,44,16
336111,2019111520,0.003,0.5,0.017,0.03,44,15
336111,2019111521,0.003,0.5,0.019,0.028,39,15
336111,2019111522,0.003,0.6,0.011,0.036,43,13
336111,2019111523,0.004,0.5,0.015,0.028,54,16
336111,2019111524,0.004,0.5,0.015,0.026,54,17
336111,2019111601,0.003,0.6,0.014,0.027,53,18
336111,2019111602,0.003,0.5,0.013,0.022,42,16
336111,2019111603,0.004,0.5,0.007,0.026,46,16
336111,2019111604,0.004,0.6,0.011,0.021,55,22
336111,2019111605,0.003,0.4,0.016,0.013,38,18
336111,2019111606,0.004,0.5,0.009,0.023,38,15
336111,2019111607,0.003,0.5,0.011,0.021,33,14
336111,2019111608,0.003,0.6,0.009,0.025,30,12
336111,2019111609,0.004,0.6,0.013,0.025,32,9
336111,2019111610,0.004,0.6,0.013,0.025,36,8
336111,2019111611,0.004,0.5,0.016,0.025,60,14
336111,2019111612,0.003,0.4,0.031,0.01,40,15
336111,2019111613,0.003,0.4,0.038,0.005,31,8
336111,2019111614,0.003,0.4,0.037,0.006,34,5
336111,2019111615,0.003,0.4,0.039,0.004,28,4
336111,2019111616,0.003,0.4,0.039,0.004,33,4
336111,2019111617,0.003,0.4,0.037,0.007,39,11
336111,2019111618,0.003,0.4,0.026,0.019,40,16
336111,2019111619,0.003,0.5,0.015,0.029,33,18
336111,2019111620,0.003,0.6,0.013,0.03,43,18
336111,2019111621,0.004,0.6,0.012,0.03,46,17
336111,2019111622,0.003,0.7,0.003,0.04,40,19
336111,2019111623,0.003,0.8,0.001,0.038,42,19
336111,2019111624,0.002,0.7,0.003,0.03,44,21
336111,2019111701,0.002,0.6,0.007,0.023,49,25
336111,2019111702,0.002,0.6,0.012,0.018,53,29
336111,2019111703,0.002,0.6,0.015,0.014,45,28
336111,2019111704,0.002,0.6,0.015,0.014,42,29
336111,2019111705,0.002,0.5,0.018,0.014,38,25
336111,2019111706,0.002,0.5,0.014,0.018,33,20
336111,2019111707,0.002,0.5,0.022,0.011,30,16
336111,2019111708,0.002,0.5,0.018,0.015,33,16
336111,2019111709,0.002,0.5,0.017,0.018,26,15
336111,2019111710,0.002,0.5,0.021,0.015,34,11
336111,2019111711,0.004,0.5,0.027,0.012,25,8
336111,2019111712,0.004,0.5,0.029,0.01,37,3
336111,2019111713,0.004,0.5,0.032,0.008,39,3
336111,2019111714,0.004,0.5,0.032,0.009,45,4
336111,2019111715,0.004,0.5,0.032,0.008,37,4
336111,2019111716,0.004,0.4,0.033,0.007,44,7
336111,2019111717,0.003,0.4,0.033,0.008,41,10
336111,2019111718,0.003,0.5,0.028,0.011,43,12
336111,2019111719,0.003,0.4,0.025,0.014,41,16
336111,2019111720,0.003,0.4,0.03,0.007,40,16
336111,2019111721,0.003,0.4,0.03,0.005,42,15
336111,2019111722,0.003,0.4,0.03,0.005,40,13
336111,2019111723,0.002,0.4,0.029,0.006,40,6
336111,2019111724,0.003,0.4,0.029,0.005,29,2
336111,2019111801,0.002,0.5,0.034,0.003,30,2
336111,2019111802,0.002,0.5,0.039,0.003,37,5
336111,2019111803,0.002,0.5,0.042,0.003,35,23
336111,2019111804,0.002,0.6,0.034,0.004,34,26
336111,2019111805,0.002,0.6,0.032,0.004,20,18
336111,2019111806,0.002,0.6,0.037,0.004,15,16
336111,2019111807,0.002,0.5,0.034,0.005,14,8
336111,2019111808,0.002,0.6,0.026,0.009,36,12
336111,2019111809,0.002,0.6,0.021,0.014,42,16
336111,2019111810,0.002,0.7,0.022,0.007,44,17
336111,2019111811,0.002,0.6,0.023,0.006,57,12
336111,2019111812,0.002,0.5,0.027,0.004,102,17
336111,2019111813,0.002,0.4,0.028,0.003,141,20
336111,2019111814,0.002,0.4,0.029,0.004,184,25
336111,2019111815,0.002,0.4,0.03,0.004,208,30
336111,2019111816,0.002,0.4,0.03,0.004,198,32
336111,2019111817,0.002,0.4,0.03,0.005,191,29
336111,2019111818,0.002,0.4,0.029,0.005,181,27
336111,2019111819,0.002,0.4,0.028,0.005,146,23
336111,2019111820,0.002,0.4,0.03,0.003,103,21
336111,2019111821,0.002,0.4,0.031,0.003,80,16
336111,2019111822,0.002,0.4,0.031,0.003,69,12
336111,2019111823,0.002,0.4,0.03,0.003,47,12
336111,2019111824,0.002,0.4,0.029,0.003,37,10
336111,2019111901,0.002,0.4,0.033,0.002,31,8
336111,2019111902,0.002,0.4,0.032,0.002,32,10
336111,2019111903,0.002,0.4,0.031,0.002,33,7
336111,2019111904,0.002,0.4,0.032,0.002,27,11
336111,2019111905,0.002,0.4,0.031,0.003,27,7
336111,2019111906,0.002,0.4,0.03,0.003,32,6
336111,2019111907,0.002,0.4,0.028,0.004,31,9
336111,2019111908,0.002,0.5,0.027,0.006,27,10
336111,2019111909,0.002,0.5,0.025,0.007,29,10
336111,2019111910,0.002,0.4,0.026,0.005,26,10
336111,2019111911,0.002,0.4,0.026,0.004,19,8
336111,2019111912,0.002,0.4,0.026,0.003,20,7
336111,2019111913,0.002,0.4,0.027,0.003,17,8
336111,2019111914,0.002,0.4,0.029,0.003,33,8
336111,2019111915,0.002,0.4,0.029,0.004,44,9
336111,2019111916,0.002,0.4,0.03,0.005,45,11
336111,2019111917,0.002,0.4,0.029,0.006,51,10
336111,2019111918,0.002,0.4,0.027,0.007,39,12
336111,2019111919,0.002,0.4,0.027,0.007,34,11
336111,2019111920,0.002,0.4,0.029,0.005,33,10
336111,2019111921,0.002,0.4,0.029,0.005,33,10
336111,2019111922,0.002,0.4,0.029,0.005,34,9
336111,2019111923,0.002,0.4,0.029,0.004,30,8
336111,2019111924,0.002,0.4,0.031,0.002,36,8
336111,2019112001,0.002,0.4,0.031,0.002,32,10
336111,2019112002,0.002,0.4,0.028,0.003,35,13
336111,2019112003,0.002,0.4,0.028,0.003,39,12
336111,2019112004,0.002,0.4,0.028,0.003,28,9
336111,2019112005,0.002,0.4,0.024,0.005,34,10
336111,2019112006,0.002,0.4,0.024,0.006,35,10
336111,2019112007,0.002,0.4,0.023,0.008,29,8
336111,2019112008,0.002,0.4,0.017,0.016,23,8
336111,2019112009,0.003,0.5,0.018,0.014,17,6
336111,2019112010,0.003,0.4,0.026,0.007,22,4
336111,2019112011,0.003,0.4,0.029,0.005,27,4
336111,2019112012,0.003,0.4,0.029,0.004,27,3
336111,2019112013,0.003,0.4,0.03,0.004,23,4
336111,2019112014,0.003,0.4,0.032,0.005,28,11
336111,2019112015,0.003,0.4,0.032,0.005,30,10
336111,2019112016,0.003,0.4,0.032,0.006,27,11
336111,2019112017,0.003,0.4,0.03,0.007,29,13
336111,2019112019,0.003,0.5,0.028,0.009,31,18
336111,2019112020,0.003,0.5,0.026,0.009,28,17
336111,2019112021,0.003,0.5,0.022,0.013,26,14
336111,2019112022,0.003,0.5,0.017,0.019,31,11
336111,2019112023,0.002,0.6,0.005,0.033,30,14
336111,2019112024,0.002,0.7,0.003,0.035,28,16
336111,2019112101,0.002,0.5,0.013,0.02,33,18
336111,2019112102,0.002,0.5,0.012,0.02,26,18
336111,2019112103,0.002,0.5,0.016,0.013,28,15
336111,2019112104,0.002,0.5,0.013,0.016,27,16
336111,2019112105,0.002,0.5,0.013,0.016,20,16
336111,2019112106,0.002,0.5,0.01,0.017,24,18
336111,2019112107,0.002,0.6,0.004,0.026,26,17
336111,2019112108,0.002,0.7,0.002,0.032,27,16
336111,2019112109,0.002,0.7,0.006,0.028,19,13
336111,2019112110,0.003,0.6,0.012,0.019,21,10
336111,2019112111,0.003,0.6,0.015,0.018,30,8
336111,2019112112,0.003,0.5,0.019,0.015,29,10
336111,2019112113,0.003,0.5,0.024,0.014,15,6
336111,2019112114,0.003,0.5,0.026,0.014,20,6
336111,2019112115,0.003,0.5,0.028,0.013,26,6
336111,2019112116,0.003,0.5,0.024,0.018,29,10
336111,2019112117,0.004,0.5,0.022,0.024,26,10
336111,2019112118,0.003,0.5,0.02,0.027,23,8
336111,2019112119,0.004,0.7,0.01,0.043,27,10
336111,2019112120,0.004,0.8,0.004,0.051,26,13
336111,2019112121,0.004,0.7,0.011,0.038,25,14
336111,2019112122,0.004,0.5,0.023,0.018,27,15
336111,2019112123,0.005,0.5,0.024,0.014,22,12
336111,2019112124,0.006,0.7,0.02,0.017,22,12
336111,2019112201,0.005,0.7,0.017,0.019,26,11
336111,2019112202,0.005,0.7,0.017,0.018,22,6
336111,2019112203,0.004,0.6,0.021,0.013,21,9
336111,2019112204,0.004,0.7,0.018,0.014,16,10
336111,2019112205,0.003,0.6,0.015,0.018,19,13
336111,2019112206,0.003,0.6,0.019,0.014,17,12
336111,2019112207,0.003,0.6,0.014,0.02,19,11
336111,2019112208,0.003,0.5,0.014,0.02,18,10
336111,2019112209,0.003,0.5,0.021,0.013,9,7
336111,2019112210,0.003,0.5,0.022,0.011,14,3
336111,2019112211,0.003,0.5,0.022,0.013,20,3
336111,2019112212,0.003,0.5,0.025,0.011,18,6
