loc,mdate,SO2,CO,O3,NO2,PM10,PM25
111123,2019111013,0.005,0.6,0.012,0.035,49,34
111123,2019111014,0.005,0.5,0.018,0.031,45,31
111123,2019111015,0.005,0.5,0.021,0.028,39,28
111123,2019111016,0.005,0.5,0.019,0.032,37,25
111123,2019111017,0.004,0.5,0.026,0.025,35,23
111123,2019111018,0.004,0.5,0.021,0.03,31,21
111123,2019111019,0.004,0.6,0.012,0.041,37,24
111123,2019111020,0.003,0.6,0.012,0.038,48,31
111123,2019111021,0.003,0.5,0.012,0.037,34,23
111123,2019111022,0.003,0.5,0.02,0.027,21,15
111123,2019111023,0.003,0.5,0.023,0.025,14,8
111123,2019111024,0.003,0.5,0.02,0.027,12,9
111123,2019111101,0.002,0.5,0.024,0.017,30,14
111123,2019111102,0.003,0.4,0.025,0.015,20,12
111123,2019111103,0.003,0.5,0.019,0.02,17,13
111123,2019111104,0.002,0.5,0.014,0.023,24,15
111123,2019111105,0.003,0.5,0.021,0.015,24,13
111123,2019111106,0.003,0.5,0.015,0.022,16,11
111123,2019111107,0.003,0.6,0.009,0.032,21,11
111123,2019111108,0.003,0.5,0.014,0.03,15,9
111123,2019111109,0.003,0.6,0.019,0.025,18,9
111123,2019111110,0.003,0.5,0.022,0.021,15,9
111123,2019111111,0.003,0.5,0.025,0.017,17,13
111123,2019111112,0.003,0.5,0.03,0.014,15,10
111123,2019111113,0.004,0.5,0.03,0.013,15,13
111123,2019111114,0.003,0.5,0.033,0.012,22,15
111123,2019111115,0.004,0.5,0.034,0.013,25,15
111123,2019111116,0.004,0.5,0.032,0.015,26,17
111123,2019111117,0.003,0.6,0.027,0.02,29,19
111123,2019111118,0.003,0.6,0.023,0.027,30,19
111123,2019111119,0.003,0.7,0.02,0.031,34,20
111123,2019111120,0.004,0.7,0.017,0.032,36,21
111123,2019111121,0.003,0.6,0.023,0.02,35,20
111123,2019111122,0.003,0.5,0.019,0.023,34,19
111123,2019111123,0.003,0.5,0.02,0.019,28,19
111123,2019111124,0.003,0.5,0.014,0.027,32,17
111123,2019111201,0.003,0.6,0.007,0.034,32,17
111123,2019111202,0.003,0.6,0.009,0.03,28,17
111123,2019111203,0.003,0.5,0.012,0.026,29,17
111123,2019111204,0.003,0.5,0.008,0.03,26,16
111123,2019111205,0.003,0.7,0.003,0.035,27,18
111123,2019111206,0.003,0.8,0.002,0.038,27,16
111123,2019111207,0.003,0.9,0.002,0.038,30,20
111123,2019111208,0.003,0.8,0.002,0.039,31,19
111123,2019111209,0.003,1,0.003,0.041,35,20
111123,2019111210,0.004,1.1,0.004,0.044,39,22
111123,2019111211,0.004,1,0.004,0.046,46,28
111123,2019111212,0.004,0.9,0.006,0.044,43,23
111123,2019111213,0.004,0.9,0.008,0.045,45,23
111123,2019111214,0.004,0.8,0.007,0.048,42,25
111123,2019111215,0.004,0.7,0.008,0.047,39,25
111123,2019111216,0.004,0.7,0.006,0.054,42,25
111123,2019111217,0.004,0.8,0.004,0.06,49,29
111123,2019111218,0.004,0.8,0.002,0.058,49,30
111123,2019111219,0.004,1,0.002,0.06,45,28
111123,2019111220,0.004,1.2,0.002,0.063,48,30
111123,2019111221,0.005,1.1,0.002,0.063,55,35
111123,2019111222,0.005,1.2,0.002,0.064,45,28
111123,2019111223,0.005,1.2,0.002,0.061,45,28
111123,2019111224,0.004,1.1,0.002,0.059,40,26
111123,2019111301,0.005,1.2,0.002,0.06,40,27
111123,2019111302,0.004,1,0.002,0.053,36,23
111123,2019111303,0.004,0.9,0.002,0.046,36,23
111123,2019111304,0.003,0.8,0.002,0.041,33,21
111123,2019111305,0.004,0.7,0.002,0.038,35,22
111123,2019111306,0.004,0.7,0.002,0.037,32,21
111123,2019111307,0.004,0.8,0.002,0.039,33,21
111123,2019111308,0.004,0.9,0.002,0.04,34,23
111123,2019111309,0.004,1.1,0.002,0.041,38,24
111123,2019111310,0.004,1,0.002,0.041,42,26
111123,2019111311,0.004,1,0.002,0.044,47,30
111123,2019111312,0.005,1.1,0.002,0.046,54,33
111123,2019111313,0.004,0.9,0.005,0.045,54,34
111123,2019111314,0.004,0.5,0.01,0.037,34,19
111123,2019111315,0.004,0.5,0.01,0.04,35,18
111123,2019111316,0.004,0.5,0.011,0.036,52,19
111123,2019111317,0.003,0.6,0.018,0.022,29,16
111123,2019111318,0.003,0.5,0.016,0.017,10,9
111123,2019111319,0.003,0.5,0.013,0.019,15,8
111123,2019111320,0.004,0.4,0.015,0.019,14,7
111123,2019111321,0.003,0.3,0.02,0.014,13,3
111123,2019111322,0.003,0.3,0.021,0.011,15,7
111123,2019111323,0.003,0.3,0.022,0.01,17,6
111123,2019111324,0.003,0.3,0.022,0.009,16,6
111123,2019111401,0.003,0.3,0.025,0.008,19,8
111123,2019111402,0.003,0.3,0.027,0.006,19,5
111123,2019111403,0.003,0.3,0.025,0.006,15,6
111123,2019111404,0.002,0.3,0.025,0.006,11,4
111123,2019111405,0.002,0.3,0.025,0.006,11,4
111123,2019111406,0.002,0.3,0.024,0.008,11,3
111123,2019111407,0.002,0.3,0.022,0.009,11,4
111123,2019111408,0.002,0.3,0.02,0.014,13,3
111123,2019111409,0.002,0.3,0.02,0.013,16,3
111123,2019111410,0.003,0.3,0.023,0.01,17,6
111123,2019111411,0.003,0.3,0.023,0.01,21,7
111123,2019111412,0.003,0.3,0.024,0.009,19,7
111123,2019111413,0.003,0.3,0.025,0.01,25,5
111123,2019111414,0.003,0.3,0.025,0.01,33,6
111123,2019111415,0.003,0.3,0.025,0.012,23,7
111123,2019111416,0.003,0.3,0.025,0.01,19,4
111123,2019111417,0.003,0.4,0.021,0.017,21,7
111123,2019111418,0.003,0.4,0.014,0.028,22,9
111123,2019111419,0.003,0.5,0.007,0.037,22,9
111123,2019111420,0.003,0.5,0.003,0.042,23,8
111123,2019111421,0.003,0.4,0.003,0.043,25,10
111123,2019111422,0.003,0.4,0.003,0.042,24,10
111123,2019111423,0.004,0.5,0.002,0.046,27,12
111123,2019111424,0.004,0.5,0.002,0.044,23,9
111123,2019111501,0.004,0.6,0.002,0.047,25,11
111123,2019111502,0.003,0.6,0.002,0.044,28,12
111123,2019111503,0.003,0.5,0.002,0.043,22,10
111123,2019111504,0.004,0.5,0.002,0.042,21,9
111123,2019111505,0.003,0.4,0.007,0.035,22,10
111123,2019111506,0.003,0.5,0.005,0.036,23,9
111123,2019111507,0.003,0.5,0.002,0.041,27,11
111123,2019111508,0.002,0.5,0.002,0.04,13,8
111123,2019111509,0.003,0.7,0.002,0.043,20,9
111123,2019111510,0.003,0.7,0.003,0.044,17,11
111123,2019111511,0.003,0.7,0.003,0.044,21,12
111123,2019111512,0.003,0.8,0.002,0.043,22,14
111123,2019111513,0.003,0.8,0.003,0.042,19,11
111123,2019111514,0.003,0.9,0.003,0.044,20,13
111123,2019111515,0.003,0.8,0.003,0.044,22,15
111123,2019111516,0.003,0.8,0.002,0.042,20,15
111123,2019111517,0.004,0.8,0.002,0.043,24,14
111123,2019111518,0.004,0.9,0.002,0.044,22,16
111123,2019111519,0.004,0.9,0.002,0.046,23,17
111123,2019111520,0.003,0.8,0.002,0.048,25,18
111123,2019111521,0.004,0.9,0.002,0.047,27,19
111123,2019111522,0.004,0.8,0.002,0.047,26,19
111123,2019111523,0.003,0.7,0.002,0.044,28,16
111123,2019111524,0.003,0.7,0.002,0.042,21,15
111123,2019111601,0.003,0.8,0.002,0.045,24,16
111123,2019111602,0.003,0.9,0.002,0.045,25,16
111123,2019111603,0.003,0.8,0.002,0.041,27,16
111123,2019111604,0.003,0.7,0.002,0.038,26,18
111123,2019111605,0.003,0.7,0.002,0.035,28,20
111123,2019111606,0.003,0.6,0.002,0.033,25,19
111123,2019111607,0.003,0.6,0.002,0.031,25,17
111123,2019111608,0.003,0.7,0.002,0.032,24,17
111123,2019111609,0.003,0.7,0.003,0.032,33,20
111123,2019111610,0.003,0.7,0.004,0.031,34,20
111123,2019111611,0.003,0.5,0.007,0.03,30,18
111123,2019111612,0.003,0.5,0.01,0.028,22,14
111123,2019111613,0.003,0.5,0.015,0.024,22,14
111123,2019111614,0.003,0.6,0.012,0.034,28,18
111123,2019111615,0.003,0.7,0.012,0.036,33,22
111123,2019111616,0.003,0.6,0.01,0.039,29,20
111123,2019111617,0.003,0.8,0.005,0.047,36,24
111123,2019111618,0.003,0.9,0.002,0.054,36,26
111123,2019111619,0.004,1.1,0.002,0.055,45,30
111123,2019111620,0.004,1.2,0.002,0.056,52,38
111123,2019111621,0.004,1.3,0.002,0.055,46,34
111123,2019111622,0.004,1.4,0.002,0.055,47,33
111123,2019111623,0.004,1.4,0.002,0.055,49,35
111123,2019111624,0.004,1.3,0.002,0.054,42,30
111123,2019111701,0.004,1.1,0.002,0.048,38,27
111123,2019111702,0.004,0.8,0.002,0.038,28,20
111123,2019111703,0.003,0.8,0.002,0.037,26,18
111123,2019111704,0.004,0.9,0.002,0.039,27,18
111123,2019111705,0.004,1.1,0.002,0.041,33,24
111123,2019111706,0.003,0.7,0.002,0.034,29,19
111123,2019111707,0.004,0.7,0.002,0.034,27,18
111123,2019111708,0.003,0.7,0.002,0.035,27,17
111123,2019111709,0.004,0.5,0.005,0.031,25,15
111123,2019111710,0.003,0.5,0.008,0.031,26,14
111123,2019111711,0.004,0.5,0.011,0.034,29,15
111123,2019111712,0.003,0.6,0.006,0.043,31,16
111123,2019111713,0.003,0.6,0.006,0.044,35,19
111123,2019111714,0.003,0.6,0.009,0.039,33,18
111123,2019111715,0.003,0.6,0.006,0.041,31,16
111123,2019111716,0.003,0.5,0.012,0.034,26,14
111123,2019111717,0.003,0.4,0.02,0.024,22,13
111123,2019111718,0.003,0.5,0.019,0.024,18,9
111123,2019111719,0.003,0.5,0.016,0.029,16,9
111123,2019111720,0.003,0.5,0.014,0.031,13,8
111123,2019111721,0.003,0.5,0.012,0.032,10,8
111123,2019111722,0.003,0.5,0.008,0.037,9,5
111123,2019111723,0.003,0.6,0.003,0.043,10,7
111123,2019111724,0.002,0.7,0.002,0.044,9,7
111123,2019111801,0.004,0.6,0.009,0.034,20,7
111123,2019111802,0.003,0.4,0.027,0.012,28,5
111123,2019111803,0.003,0.3,0.033,0.007,9,9
111123,2019111804,0.003,0.4,0.03,0.008,6,5
111123,2019111805,0.003,0.4,0.027,0.007,9,5
111123,2019111806,0.003,0.5,0.023,0.009,10,6
111123,2019111807,0.003,0.5,0.017,0.015,15,10
111123,2019111808,0.003,0.5,0.012,0.02,19,9
111123,2019111809,0.003,0.5,0.013,0.022,28,11
111123,2019111810,0.004,0.4,0.018,0.016,67,13
111123,2019111811,0.003,0.3,0.02,0.014,117,18
111123,2019111812,0.003,0.4,0.02,0.013,133,17
111123,2019111813,0.003,0.3,0.023,0.011,136,18
111123,2019111814,0.003,0.3,0.023,0.01,129,16
111123,2019111815,0.003,0.4,0.021,0.013,154,20
111123,2019111816,0.003,0.4,0.021,0.012,181,21
111123,2019111817,0.003,0.4,0.018,0.018,193,20
111123,2019111818,0.003,0.4,0.02,0.017,111,15
111123,2019111819,0.003,0.4,0.019,0.017,55,11
111123,2019111820,0.003,0.4,0.019,0.017,36,8
111123,2019111821,0.003,0.4,0.018,0.02,35,10
111123,2019111822,0.003,0.4,0.017,0.018,36,8
111123,2019111823,0.003,0.3,0.019,0.016,34,9
111123,2019111824,0.002,0.3,0.019,0.016,31,8
111123,2019111901,0.003,0.3,0.021,0.013,29,8
111123,2019111902,0.003,0.3,0.021,0.011,28,8
111123,2019111903,0.002,0.3,0.022,0.008,29,8
111123,2019111904,0.003,0.3,0.022,0.007,29,10
111123,2019111905,0.003,0.3,0.022,0.006,22,8
111123,2019111906,0.003,0.3,0.02,0.009,17,7
111123,2019111907,0.003,0.4,0.017,0.015,19,6
111123,2019111908,0.003,0.4,0.012,0.021,20,7
111123,2019111909,0.003,0.4,0.01,0.025,20,8
111123,2019111910,0.003,0.4,0.02,0.014,22,8
111123,2019111911,0.004,0.4,0.02,0.013,25,9
111123,2019111912,0.003,0.4,0.018,0.017,28,11
111123,2019111913,0.004,0.3,0.023,0.012,33,11
111123,2019111914,0.003,0.4,0.024,0.01,29,10
111123,2019111915,0.004,0.4,0.024,0.012,36,13
111123,2019111916,0.004,0.3,0.024,0.011,34,9
111123,2019111917,0.003,0.4,0.021,0.016,38,11
111123,2019111918,0.003,0.4,0.019,0.019,34,12
111123,2019111919,0.003,0.5,0.013,0.025,32,10
111123,2019111920,0.003,0.4,0.015,0.023,31,11
111123,2019111921,0.003,0.5,0.017,0.019,31,9
111123,2019111922,0.003,0.4,0.019,0.015,28,10
111123,2019111923,0.003,0.4,0.021,0.012,27,10
111123,2019111924,0.003,0.4,0.022,0.01,21,7
111123,2019112001,0.003,0.4,0.019,0.013,21,10
111123,2019112002,0.003,0.4,0.017,0.015,24,9
111123,2019112003,0.003,0.5,0.013,0.021,22,12
111123,2019112004,0.003,0.4,0.016,0.018,17,8
111123,2019112005,0.004,0.4,0.017,0.016,16,10
111123,2019112006,0.003,0.4,0.014,0.02,18,8
111123,2019112007,0.003,0.5,0.008,0.028,21,11
111123,2019112008,0.004,0.6,0.004,0.037,21,11
111123,2019112009,0.003,0.6,0.008,0.031,21,8
111123,2019112010,0.004,0.5,0.017,0.021,20,10
111123,2019112011,0.004,0.5,0.019,0.018,18,10
111123,2019112012,0.004,0.5,0.017,0.022,20,11
111123,2019112013,0.003,0.4,0.018,0.02,20,9
111123,2019112014,0.003,0.4,0.021,0.017,19,12
111123,2019112015,0.003,0.4,0.021,0.019,26,17
111123,2019112016,0.004,0.5,0.02,0.022,20,11
111123,2019112017,0.003,0.5,0.016,0.028,23,13
111123,2019112018,0.003,0.6,0.014,0.027,10,5
111123,2019112019,0.003,0.6,0.008,0.035,16,12
111123,2019112020,0.003,0.7,0.006,0.038,19,10
111123,2019112021,0.003,0.9,0.002,0.048,27,17
111123,2019112022,0.003,0.9,0.002,0.049,25,15
111123,2019112023,0.003,0.9,0.002,0.05,25,15
111123,2019112024,0.003,0.9,0.002,0.052,24,14
111123,2019112101,0.004,1,0.002,0.054,30,17
111123,2019112102,0.003,0.8,0.002,0.046,30,18
111123,2019112103,0.003,0.8,0.002,0.045,27,15
111123,2019112104,0.003,0.8,0.002,0.044,27,17
111123,2019112105,0.004,0.8,0.002,0.043,30,18
111123,2019112106,0.003,0.9,0.002,0.042,30,19
111123,2019112107,0.003,0.8,0.002,0.041,33,22
111123,2019112108,0.003,0.9,0.002,0.043,31,20
111123,2019112109,0.004,1,0.003,0.046,34,23
111123,2019112110,0.003,0.8,0.004,0.039,35,21
111123,2019112111,0.004,0.7,0.006,0.037,32,18
111123,2019112112,0.004,0.6,0.009,0.033,30,16
111123,2019112113,0.004,0.6,0.01,0.033,34,19
111123,2019112114,0.004,0.6,0.012,0.031,35,18
111123,2019112115,0.004,0.6,0.01,0.036,38,18
111123,2019112116,0.005,0.6,0.009,0.035,37,16
111123,2019112117,0.004,0.7,0.006,0.039,38,17
111123,2019112118,0.004,0.7,0.003,0.044,37,17
111123,2019112119,0.004,0.8,0.002,0.048,41,21
111123,2019112120,0.004,0.9,0.002,0.052,41,20
111123,2019112121,0.004,0.9,0.002,0.052,44,21
111123,2019112122,0.004,0.8,0.002,0.05,41,19
111123,2019112123,0.004,0.8,0.002,0.049,42,21
111123,2019112124,0.004,0.9,0.002,0.047,40,19
111123,2019112201,0.004,0.6,0.004,0.039,39,19
111123,2019112202,0.004,0.6,0.005,0.037,36,18
111123,2019112203,0.004,0.8,0.002,0.043,38,19
111123,2019112204,0.004,0.8,0.002,0.047,40,20
111123,2019112205,0.004,0.9,0.002,0.046,43,22
111123,2019112206,0.004,0.9,0.002,0.045,43,24
111123,2019112207,0.004,0.9,0.002,0.046,46,25
111123,2019112208,0.004,1,0.002,0.046,44,26
111123,2019112209,0.004,1,0.003,0.047,44,22
111123,2019112210,0.005,0.9,0.004,0.041,42,22
111123,2019112211,0.005,1,0.006,0.041,46,21
111123,2019112212,0.005,0.8,0.008,0.041,49,21
111123,2019112213,0.004,0.8,0.012,0.037,39,19
111123,2019112214,0.005,0.6,0.017,0.032,37,18
111123,2019112215,0.004,0.6,0.021,0.029,33,18
111123,2019112216,0.004,0.6,0.022,0.028,29,14
111123,2019112217,0.004,0.8,0.012,0.042,31,15
111123,2019112218,0.004,1.1,0.003,0.057,32,18
111123,2019112219,0.004,1.2,0.005,0.061,38,19
111123,2019112220,0.005,1.3,0.002,0.064,46,26
111123,2019112221,0.005,1.2,0.002,0.062,51,28
111123,2019112222,0.006,1.6,0.002,0.065,49,30
111123,2019112223,0.005,1.7,0.002,0.069,55,31
111123,2019112224,0.005,1.9,0.002,0.072,51,32
111123,2019112301,0.005,2,0.002,0.071,54,33
111123,2019112302,0.005,1.9,0.002,0.067,49,30
111123,2019112303,0.005,1.8,0.002,0.065,44,28
111123,2019112304,0.005,1.8,0.002,0.063,39,24
111123,2019112305,0.005,1.5,0.002,0.056,39,22
111123,2019112306,0.005,1.2,0.002,0.052,31,19
111123,2019112307,0.004,1.1,0.002,0.051,31,19
111123,2019112308,0.005,1,0.002,0.05,30,17
111123,2019112309,0.004,0.9,0.002,0.048,30,14
111123,2019112310,0.004,0.8,0.006,0.039,26,11
111123,2019112311,0.004,0.6,0.009,0.033,22,12
111123,2019112312,0.004,0.6,0.01,0.035,27,13
111123,2019112313,0.004,0.6,0.013,0.031,27,12
111123,2019112314,0.004,0.5,0.018,0.025,22,11
111123,2019112315,0.004,0.4,0.017,0.028,21,11
111123,2019112316,0.005,0.5,0.013,0.035,25,15
111123,2019112317,0.004,0.6,0.009,0.042,30,17
111123,2019112318,0.004,0.7,0.003,0.053,30,18
111123,2019112319,0.005,1,0.002,0.058,35,20
111123,2019112320,0.005,1.1,0.002,0.06,37,22
111123,2019112321,0.004,1.1,0.001,0.056,44,25
111123,2019112322,0.004,0.9,0.002,0.053,35,22
111123,2019112323,0.005,1.1,0.002,0.056,34,22
111123,2019112324,0.005,1.4,0.002,0.061,40,25
111123,2019112401,0.004,1.3,0.002,0.057,39,27
111123,2019112402,0.005,1.5,0.002,0.057,37,26
111123,2019112403,0.005,1.4,0.002,0.056,38,26
111123,2019112404,0.005,1.2,0.002,0.048,37,25
111123,2019112405,0.005,1.1,0.002,0.043,33,21
111123,2019112406,0.004,0.9,0.002,0.038,26,19
111123,2019112407,0.004,0.9,0.002,0.039,28,18
111123,2019112408,0.004,0.9,0.002,0.039,28,18
111123,2019112409,0.004,0.8,0.002,0.038,26,17
111123,2019112410,0.004,0.7,0.005,0.034,24,16
111123,2019112411,0.005,0.6,0.009,0.028,25,15
111123,2019112412,0.005,0.6,0.008,0.033,29,19
111123,2019112413,0.004,0.8,0.006,0.041,36,23
111123,2019112414,0.005,0.9,0.004,0.047,41,27
111123,2019112415,0.004,0.8,0.003,0.049,45,32
111123,2019112416,0.004,0.7,0.003,0.051,49,29
111123,2019112417,0.004,0.6,0.005,0.038,50,30
111123,2019112418,0.003,0.5,0.015,0.02,10,10
111123,2019112420,0.003,0.5,0.018,0.014,11,10
111123,2019112421,0.003,0.5,0.019,0.014,15,10
111123,2019112422,0.004,0.4,0.021,0.011,14,11
111123,2019112423,0.003,0.4,0.022,0.009,18,13
111123,2019112424,0.003,0.3,0.022,0.008,18,13
111123,2019112501,0.003,0.3,0.024,0.007,15,10
111123,2019112502,0.003,0.3,0.024,0.006,18,9
111123,2019112503,0.003,0.3,0.021,0.007,17,7
111123,2019112504,0.003,0.3,0.021,0.006,12,7
111123,2019112505,0.003,0.3,0.019,0.007,13,8
111123,2019112506,0.003,0.3,0.016,0.011,15,9
111123,2019112507,0.003,0.4,0.015,0.012,17,12
111123,2019112508,0.003,0.4,0.011,0.017,18,11
111123,2019112509,0.003,0.4,0.008,0.02,20,11
111123,2019112510,0.003,0.5,0.008,0.021,21,13
111123,2019112511,0.003,0.5,0.01,0.022,23,13
111123,2019112512,0.003,0.6,0.009,0.025,24,16
111123,2019112513,0.003,0.5,0.01,0.023,26,18
111123,2019112514,0.003,0.5,0.012,0.021,32,21
111123,2019112515,0.003,0.5,0.011,0.022,32,21
111123,2019112516,0.003,0.5,0.011,0.024,31,20
111123,2019112517,0.003,0.5,0.007,0.028,33,25
111123,2019112518,0.004,0.6,0.003,0.033,32,21
111123,2019112519,0.004,0.7,0.002,0.037,32,22
111123,2019112520,0.003,0.7,0.002,0.037,33,23
111123,2019112521,0.003,0.9,0.002,0.039,36,24
111123,2019112522,0.004,0.8,0.002,0.038,33,22
111123,2019112523,0.004,0.8,0.002,0.038,35,24
111123,2019112524,0.003,0.8,0.002,0.038,33,23
111123,2019112601,0.004,0.8,0.002,0.038,36,23
111123,2019112602,0.003,0.9,0.002,0.038,35,24
111123,2019112603,0.004,0.8,0.002,0.036,36,24
111123,2019112604,0.003,0.7,0.002,0.034,30,23
111123,2019112605,0.003,0.9,0.002,0.033,30,23
111123,2019112606,0.004,0.8,0.002,0.034,29,21
111123,2019112607,0.004,0.8,0.002,0.035,26,19
111123,2019112608,0.004,0.9,0.002,0.037,26,19
111123,2019112609,0.004,0.9,0.003,0.04,27,19
111123,2019112610,0.004,0.8,0.005,0.035,22,13
111123,2019112611,0.004,0.7,0.008,0.029,14,6
111123,2019112612,0.004,0.6,0.01,0.029,15,8
111123,2019112613,0.004,0.5,0.012,0.028,11,7
111123,2019112614,0.003,0.4,0.014,0.029,15,8
111123,2019112615,0.004,0.4,0.014,0.027,13,8
111123,2019112616,0.003,0.5,0.011,0.034,15,10
111123,2019112617,0.004,0.5,0.004,0.048,30,17
111123,2019112618,0.004,0.6,0.005,0.041,31,20
111123,2019112619,0.003,0.6,0.003,0.039,29,20
111123,2019112620,0.003,0.6,0.006,0.035,29,20
111123,2019112621,0.004,0.5,0.011,0.031,24,18
111123,2019112622,0.003,0.5,0.014,0.029,21,15
111123,2019112623,0.003,0.5,0.009,0.034,24,15
111123,2019112624,0.004,0.5,0.006,0.032,23,17
111123,2019112701,0.003,0.6,0.014,0.021,32,23
111123,2019112702,0.004,0.6,0.012,0.021,37,25
111123,2019112703,0.003,0.6,0.012,0.022,37,24
111123,2019112704,0.003,0.5,0.018,0.016,29,19
111123,2019112705,0.003,0.5,0.015,0.019,22,14
111123,2019112706,0.003,0.4,0.016,0.018,22,14
111123,2019112707,0.003,0.5,0.012,0.022,25,16
111123,2019112708,0.003,0.5,0.009,0.026,26,16
111123,2019112709,0.004,0.5,0.01,0.026,27,14
111123,2019112710,0.004,0.5,0.016,0.019,26,14
111123,2019112711,0.004,0.5,0.017,0.019,33,18
111123,2019112712,0.005,0.6,0.018,0.018,33,20
111123,2019112713,0.005,0.6,0.021,0.018,38,24
111123,2019112714,0.004,0.6,0.024,0.017,37,23
111123,2019112715,0.005,0.6,0.023,0.017,39,24
111123,2019112716,0.004,0.6,0.021,0.02,38,23
111123,2019112719,0.005,0.8,0.011,0.029,43,28
111123,2019112720,0.004,0.7,0.008,0.032,43,29
111123,2019112721,0.004,0.7,0.007,0.032,43,29
111123,2019112722,0.004,0.7,0.007,0.03,42,27
111123,2019112723,0.004,0.8,0.003,0.038,43,28
111123,2019112724,0.004,0.8,0.002,0.039,41,26
111123,2019112801,0.003,0.8,0.002,0.039,45,30
111123,2019112802,0.004,0.8,0.003,0.035,41,27
111123,2019112803,0.003,0.7,0.005,0.03,42,26
111123,2019112804,0.004,0.8,0.002,0.036,40,25
111123,2019112805,0.004,0.7,0.008,0.026,39,25
111123,2019112806,0.003,0.7,0.006,0.028,36,23
111123,2019112807,0.004,0.7,0.002,0.035,36,25
111123,2019112808,0.004,0.9,0.002,0.038,37,24
111123,2019112809,0.004,1,0.003,0.04,39,24
111123,2019112810,0.005,0.8,0.005,0.037,39,22
111123,2019112811,0.005,0.7,0.008,0.033,36,19
111123,2019112812,0.004,0.5,0.013,0.026,23,14
111123,2019112813,0.005,0.8,0.009,0.038,24,14
111123,2019112816,0.003,0.4,0.018,0.02,16,11
111123,2019112817,0.004,0.4,0.018,0.021,19,12
111123,2019112818,0.003,0.5,0.016,0.022,21,15
111123,2019112819,0.004,0.5,0.013,0.026,26,17
111123,2019112820,0.004,0.5,0.015,0.023,30,19
111123,2019112821,0.004,0.5,0.013,0.025,29,17
111123,2019112822,0.004,0.6,0.005,0.037,28,18
111123,2019112823,0.004,0.6,0.003,0.036,35,20
111123,2019112824,0.004,0.6,0.008,0.025,39,26
111123,2019112901,0.003,0.6,0.005,0.029,41,25
111123,2019112902,0.004,0.6,0.006,0.026,40,27
111123,2019112903,0.004,0.6,0.011,0.02,43,29
111123,2019112904,0.004,0.6,0.011,0.019,44,30
111123,2019112905,0.003,0.6,0.007,0.025,45,31
111123,2019112906,0.004,0.7,0.004,0.03,47,31
111123,2019112907,0.003,0.7,0.003,0.03,48,33
111123,2019112908,0.004,0.8,0.002,0.036,47,32
111123,2019112909,0.005,0.9,0.003,0.04,52,35
111123,2019112910,0.006,1,0.006,0.041,56,38
111123,2019112911,0.006,1.1,0.006,0.044,62,43
111123,2019112912,0.005,0.9,0.009,0.041,54,40
111123,2019112913,0.004,0.6,0.015,0.028,45,29
111123,2019112914,0.004,0.7,0.016,0.03,44,30
111123,2019112915,0.004,0.4,0.022,0.021,37,31
111123,2019112916,0.004,0.4,0.022,0.021,27,19
111123,2019112917,0.004,0.4,0.02,0.023,30,20
111123,2019112918,0.003,0.5,0.013,0.033,33,24
111123,2019112919,0.004,0.6,0.01,0.038,36,24
111123,2019112920,0.004,0.6,0.008,0.04,36,25
111123,2019112921,0.004,0.7,0.006,0.041,35,25
111123,2019112922,0.004,0.9,0.002,0.054,34,25
111123,2019112923,0.004,0.9,0.002,0.057,35,26
111123,2019112924,0.004,0.9,0.002,0.056,35,25
111123,2019113001,0.004,0.9,0.002,0.055,38,28
111123,2019113002,0.004,1.1,0.002,0.053,39,29
111123,2019113003,0.004,1,0.002,0.051,39,29
111123,2019113004,0.004,0.9,0.001,0.048,40,30
111123,2019113005,0.004,0.9,0.002,0.046,41,31
111123,2019113006,0.004,1,0.002,0.045,41,31
111123,2019113007,0.004,1.1,0.002,0.048,39,30
111123,2019113008,0.004,1,0.002,0.048,41,33
111123,2019113009,0.004,0.9,0.003,0.044,40,33
111123,2019113010,0.005,0.8,0.005,0.041,41,30
111123,2019113011,0.005,0.7,0.006,0.038,46,29
111123,2019113012,0.005,0.8,0.007,0.04,42,31
111123,2019113013,0.004,0.7,0.009,0.041,38,28
111123,2019113014,0.005,0.6,0.01,0.043,38,30
111123,2019113015,0.005,0.6,0.01,0.045,40,30
111123,2019113016,0.005,0.7,0.005,0.056,42,35
111123,2019113017,0.007,0.8,0.003,0.064,57,47
111123,2019113018,0.006,0.8,0.002,0.062,71,56
111123,2019113019,0.005,0.7,0.003,0.052,66,46
111123,2019113020,0.005,0.6,0.008,0.042,46,37
111123,2019113021,0.005,0.7,0.004,0.05,43,34
111123,2019113022,0.005,0.7,0.003,0.052,44,37
111123,2019113023,0.005,0.6,0.007,0.043,45,39
111123,2019113024,0.004,0.5,0.012,0.034,34,27
336111,2019110101,0.003,0.8,0.007,0.034,118,34
336111,2019110102,0.003,0.8,0.009,0.029,107,32
336111,2019110103,0.003,0.7,0.009,0.026,98,37
336111,2019110104,0.002,0.7,0.015,0.018,92,36
336111,2019110105,0.003,0.7,0.009,0.025,82,31
336111,2019110106,0.003,0.8,0.002,0.03,90,33
336111,2019110107,0.003,0.8,0.001,0.033,92,34
336111,2019110108,0.002,0.7,0.007,0.036,105,36
336111,2019110109,0.002,0.8,0.012,0.036,83,35
336111,2019110110,0.002,0.8,0.016,0.031,101,27
336111,2019110111,0.002,0.7,0.04,0.02,179,29
336111,2019110112,0.003,0.8,0.053,0.018,172,36
336111,2019110113,0.003,0.8,0.069,0.007,217,46
